al_madar,good result,abdas|hoveyzeh
al_mafalis,no river,
al_mamtir,no river,
al_mandab,no river,
al_mashqar,no river,
al_matamma,good result,tesenei|tembesha|chilga|quz_rajab
al_mazamma,no river,
al_mima,good result,el_mahalla|el_burullus
al_mithnab,good result,an_nibaj|unaizah
al_mukalla,no river,
al_mukha,no river,
al_muwaylih,no river,
al_qatif,no river,
al_qatr,good result,abdas|nasiriyah
al_qunfudhah,no river,
al_rusayrisi,good result,chilga|guba|dabarqi|karkuj
al_shihr,no river,
al_shuaiba_coast,non conclusive,
al_shuqayq,no river,
al_sinn,good result,altun_kupri|tikrit
al_sirrayn,no river,
al_tib,good result,wasit|bakusaya
al_tiz,no river,
al_udayd,no river,
al_uqayr,no river,
al_ushaydah_cape,non conclusive,
al_wajh,no river,
alabaster_coast,non conclusive,
alaiye,no river,
alakol,good result,almenevo|kurtamysh|konildi|zharkol
alaly_cape,non conclusive,
alamance,good result,pintahae|eno|uwharrie|saura
alamarvdasht,good result,alamarvdasht|jahreh
alamganj,good result,phakphok|tajpur|katihar
alands_hav,non conclusive,
alapaha,good result,sawokli|hitchiti
alapahoochee,good result,sawokli|napituca
alas_strait,non conclusive,
alat,good result,amol_turkmenabad|firabr
alatyr,good result,sechenovo|atrat|altyshevo
alawa,good result,mudburra|yangman
alays,good result,el_manaqil|renk|kosa
alba_de_aliste,good result,zamora
alba_iulia,good result,aiud|sebes
albarracin,good result,molina_de_aragon
albemarle_sound,non conclusive,
albenga,no river,
albi,good result,st_affrique|lautrec
alborg_bugt,non conclusive,
albreda,no river,
alcacer_do_sal,no river,
alcantara,good result,arroyo|idanha
alcaraz,good result,alhambra_location|abe|alcaraz|otun
alcazar_de_san_juan,good result,alhambra_location|tomelloso|malagon
alchan,good result,bikinka|katen|yiman|nuoluo
alcobaca,no river,
aldabra_island2,no river,
aldan,good result,tommot|ugoyan
aleksandrovskiy_bay,non conclusive,
aleria,no river,
alessandria,good result,voghera|casale
alexander_point,non conclusive,
alexandria,non conclusive,
alexeyevskaya,good result,uryupin|kumylzhenskaya
alfeld,good result,hildesheim|hamelin|holzminden|gandersheim
alfenas,good result,tres_pontas|passos|campanha
alferovskaya,good result,ileza
alfta,good result,soderala|hogdal
algeciras,no river,
alghero,no river,
algiers,no river,
alhambra_location,good result,alcaraz|lezuza|alcazar_de_san_juan
ali_sabieh,non conclusive,
alicante,no river,
alii,non conclusive,
alinchak,non conclusive,
alirajpur,good result,mandu|mohan
alishang,good result,gandamak|jalalabad|kohi_safi
aliskerovo,good result,keperveem|ilirnej
alkalawa,good result,garadoume|maradi|birni_nkonni|goronyo
alkhan_kala,good result,kurskaya
alkmaar,no river,
all_saints_bay,non conclusive,
allegheny,good result,loyalhanna|youghiogheny|saucunk|wihlink|mahoning_oh
allpas,good result,tampu_machay
almaden,good result,navalucillos|almodovar_del_campo
almaliq,good result,gulja|tokkuztara|chundzha
almazan,good result,soria|berlanga
almenara,good result,jequitinhonha|nac_nanuk
almenevo,good result,kurtamysh|zharkol|alakol
almeria,no river,
almodovar_del_campo,good result,ciudad_real|almaden|calatrava
almofala_coast,non conclusive,
almunecar,no river,
alnwick,no river,
alor_strait,non conclusive,
alpo_wa,good result,waluulapam|pa_lus_sa
alpowna,good result,asahkaiowaipu
alpu,good result,lumnanas|wichi|weenhayek
alsigontekw,good result,nebesek|nikitotegwak
alstahaug,non conclusive,
alta,no river,
altafjord,no river,
altamaha,good result,ocute|oconee
altamaha_sound,non conclusive,
altayskoye,good result,onguday|mayma|biysk
altintas,good result,aslanapa|banaz
altun_ha,good result,turneffe_atoll|lamanai
altun_kupri,good result,qaladiza|al_sinn
altyshevo,good result,alatyr|promsa
alubera,no river,
alukpaluk_bay,non conclusive,
aluksne,good result,gulbene|valka
alula,no river,
alura,good result,ngaliwuru|karangpurru|jaminjung
alvdal,good result,norway_wasteland_b|tynset
alvsby,good result,pitea|akkajaur|jokkmokk
alyanbulag,good result,eroo|tarvagatai
alymdya,good result,khakhsyk
alytus,good result,kaunas|punia|merkine
am_dam,good result,salamat|hadjer_haddid
amabe,no river,
amadiya,good result,hakkari|akre
amadjuak,no river,
amado_coast,non conclusive,
amaga,good result,tahamies|tatama|ebejico
amahami,good result,awatixa
amaimon,good result,rawa_papua|rao|mum
amakusa,no river,
amakusa_sea,non conclusive,
amalik,non conclusive,
amalyk,good result,kuanda|olyokma_upplands4
amami_ooshima,non conclusive,
amaravati,non conclusive,
amarbayas_galang,good result,eroo|orkhon
amarendrapura,no river,
amarkantak,good result,sonhat|sohagpur
amasipukwek,no river,
amasra,non conclusive,
amassing,no river,
amasya,good result,ladik_pontus|sonisa|zile
amatique_bay,non conclusive,
amaye,good result,nanatsoho|naguatex
amazar,good result,silkari
amazonas_mouth,no river,
ambaca,good result,calumbo|dondo
ambae,non conclusive,
ambagarh,good result,kanker|nandgram
ambalanjakomby,good result,marovoay|maevatanana|ambolosy|ampotaka
ambam,good result,congo_jungle|ebibeyin|abu_jungle
ambaro_bay,non conclusive,
ambatomanoina,good result,antananarivo|ampotaka|tsarahafatra
ambatondrazaka,good result,tsilalanarivo
ambikapur,good result,ramkola|ramgiri|chaiturgarh|sidhi
ambilobe,no river,
ambitle_island,non conclusive,
amblu_kai,good result,river_nomlaki|yana
ambohidray,good result,moramanga
amboim,good result,gunza_coast|libolo
amboise,good result,blois|tours
ambolosy,good result,tsilalanarivo|ambalanjakomby|tsarahafatra
ambon_bay,non conclusive,
ambositra,good result,midongy
ambovontany,no river,
ambracian_gulf,non conclusive,
ambraw,good result,quiaghtena|kaskankaham|okaw
ambre_cape,non conclusive,
ambriz,good result,nsolu
ambrizete,good result,nbengo
ambrym,no river,
ambuila,good result,bembe_kongo|damba|wandu|wembo
amchitka_island2,non conclusive,
ameca,good result,cuauhchinanco|huitzquilic
amedichi,good result,kundy|yukhta
amergo,good result,ouezzane|taunat
amersfoort,good result,dordrecht|tiel
amga,good result,abaga|onnyos
amguema,good result,iultin|chirovoye
amgun,good result,dzhuk|kerbi
ami,good result,mile|jianshui|jiaha
amini_atoll,non conclusive,
amini_coast,non conclusive,
amintonck,non conclusive,
amiq,non conclusive,
amiq_coast5,non conclusive,
amis,no river,
amisk_sakahikan,good result,amiskwaciwiy|stony_mountain_uplands|amisk_sipi
amisk_sipi,good result,pimicaskewyashik|amiskwaciwiy|amisk_sakahikan|kawatinook
amiskwaciwiy,good result,titaga|amisk_sipi|amisk_sakahikan
ammonoosuc,good result,ompompanusooc|pemigewasset|sunapee|coos
ammoscongon,good result,umbagog
amnye_machen,good result,lungkya|guide
amol,no river,
amol_turkmenabad,good result,alat|daya_kathyn|firabr
amoltepec,good result,tututepec|juchatengo
amomegosode,good result,koraveka|saipuru
amonokoa,good result,peewareewa|peoria|macoupin|oahaha
amorgos,non conclusive,
amoskeag,good result,nashua|pennacook
amot,good result,hedmarksvidda|norway_wasteland_c|norway_wasteland_a
amour_point,non conclusive,
amoyeli_gunahita,good result,kallamuckee|cumberland_mountains|hogohega
amoyescheck,good result,talimeco|pacolate
ampotaka,good result,ambatomanoina|ankazobe|maevatanana|ambalanjakomby
amrabad,good result,macherla|devarakonda|panugallu
amravati,good result,illichpur|katol|kalam|panar|akola
amrum_island_wasteland,non conclusive,
amsterdam,non conclusive,
amstetten,non conclusive,
amulaca,good result,cuilo|cundi|mbanza_mpangu
amundava,good result,uru_eu_wau_wau|kawahib
amurang,no river,
amurang_bay,non conclusive,
amursky_bay,non conclusive,
amyint,good result,pakokku|pinya|butalin|dhipaesyin
an_nabhaniyah,good result,buraydah|ar_rass|thadij
an_nibaj,good result,buraydah|al_mithnab|az_zilfi
an_nil,good result,baghdad|numaniyyah|hillah
an_nuhaytiyyah,good result,an_nuqrah|as_sulaymi
an_nuqrah,good result,an_nuhaytiyyah|dawbah
an_vinh_island,non conclusive,
ana_maria_gulf,non conclusive,
anabar,good result,saskylakh|laptev_sea
anace,no river,
anacopia,non conclusive,
anacostia,good result,monocacy
anadyr_river,non conclusive,
anadyr_trail,non conclusive,
anah,good result,abu_kemal|haditha
anais,good result,buriti|akwen|jaiba|janauba|montes_claros
anajas,good result,curumu|vieira_grande_bay
anak,good result,samhwa|hwangju|taedong_river_mouth
anaklia,no river,
anakovik,no river,
anambas_islands,non conclusive,
anambe,good result,asurini|marapata_bay
anamur,no river,
anana,good result,miranda_de_ebro|laguardia
ananatuba,good result,
anantapur,good result,dharmavaram|gutti|rayadurga
anasagunticook,good result,umbagog|androscoggin
anatahan,non conclusive,
anatahan_coast,non conclusive,
anavarza,good result,hargan
anavik,no river,
anaya,non conclusive,
anbang,non conclusive,
anchun,good result,juru_hoton|lake_khanka
ancona,no river,
ancuase,good result,massangano|sena|chamo|tete|massanza|muchena
ancud,no river,
ancud_gulf,non conclusive,
andaki,good result,mocoa|solimoes_amazon_jungle
andar,good result,ballia
andarab,good result,kahmard|baghlan
andarai,good result,itaberaba
andawaohie,good result,wachilmezi|stadacona|wolinak|ekwentondie
andechs,non conclusive,
andegerebenha,good result,bulamu|tanami_desert
andevoranto,no river,
andijan,good result,kerben|quva
andika,good result,somaleh|izeh
andimeshk,good result,gerit|dezful
anding_mashan,good result,baishan|duyang|yongshun
andolo,no river,
andong,good result,bonghwa|yeongcheon
andong_huaian,good result,qinghe_huaian|jiangsu_coast
andranoboka,good result,mahajambe_bay|tsaratanana
andranomavo,good result,kingany|manoninerina
andravida,non conclusive,
andreapol,good result,toropets|bibirevo|maryovo
andritsaina,no river,
andros,no river,
andros_coast,non conclusive,
androscoggin,good result,anasagunticook|sagadahoc
andrott_atoll,non conclusive,
andrott_coast,non conclusive,
andryushkino,good result,yukaghyr_upplands1|kelyuyekyan
andujar,good result,jaen|martos
anecho,no river,
anegada,non conclusive,
anegada_bay,non conclusive,
anegada_passage,non conclusive,
anegandi,good result,koppal
aneityum,no river,
anelo,good result,newenken|kalfucura|colipilli
anen_kio_atoll,non conclusive,
anen_kio_coast,non conclusive,
anetchininbeke_point,non conclusive,
anfa,no river,
anfu_li,good result,anfu_li|shimen|tianping|gongan
angamacutiro,good result,yuririapundaro|tlazazalca
angamos_point,non conclusive,
angastaco,good result,oma_sacopo|kilmes
angaur,non conclusive,
angaur_coast,non conclusive,
angelokastron,no river,
angermunde,good result,chojna
angers,good result,beaupreau|saumur|chateaubriant
anggamudi,non conclusive,
angkor,good result,battambang|tonle_sap_lake
angkor_borei,good result,or_keo|phnom_penh
anglais_point,non conclusive,
anglesey,no river,
anglian_coast,non conclusive,
angoche,no river,
angoche_island,non conclusive,
angoram,good result,aruamu|abu_jungle|banaro|boiken
angouleme,good result,charroux|cognac
angoya,good result,osenny
angra,non conclusive,
angualasto,good result,ullum|limari
angul,good result,baud|narsinghpur|athmallik|kunjabangarh
anguthimri,non conclusive,
anhandui,good result,mebengokre|opaye|taquarucu|kaiwa
anhayca,non conclusive,
anhialo,non conclusive,
anhua_anhua,good result,dongping|yiyang_changsha
ani_south,good result,mucusso|khwe|yeyi|hambukushu
aniakchak,no river,
anigiduwagi,good result,yuchi
anijima_coast,non conclusive,
anilco,good result,quigualtam|guachoyo|ayays|tutilpinco|quigate
anipitapiskow,good result,pikwitonei|poskatinak|split_lake
aniva_gulf,non conclusive,
aniyutsi,good result,daguwanalahi|warioto
anju_nurgan,non conclusive,
anjuj_river,non conclusive,
ankavandra,good result,antsiroamandidy|sahadia|tsimanandrafozana
ankazobe,good result,antananarivo|ampotaka
anklam,no river,
ankober,good result,nora_eth|sharka
ankoro,good result,mukalombo|mussimi
anlong,good result,ceheng|huangcaoba
ann,no river,
annaba,no river,
annaba_bay,non conclusive,
annaburg,good result,schweinitz|meissen|torgau
annan,good result,xinxing|xincheng_annan|guangsuoling
anning,good result,kunming
anoixi,good result,aguacay|chaguate|utiangue|tutilcoya
anomansah,good result,cabo_corso|cape_three_points
anren_raozhou,good result,guixi_guangxin|yugan
ansbach,good result,weissenburg
anseba,good result,agordat|khawr_baraka
ansongo,good result,gao|kukiya
ant_coast,non conclusive,
antalaha,no river,
antalya,non conclusive,
antananarivo,good result,ambatomanoina|ankazobe
antetikala,good result,mahajanga|marovoay
anticosti,no river,
anticosti_coast,non conclusive,
antietam,good result,monocacy|wapocomo
antigonish,no river,
antinir_pilquinan,good result,chillan_mountains|colipilli
antioch,good result,lake_amik|cape_ad_dariah
antofagasta,no river,
antongil_bay,non conclusive,
antsiranana_bay,non conclusive,
antsiroamandidy,good result,fenoarivo|ankavandra|miandrivazo
antsohihy,no river,
antwerp,good result,mechelen|scheldt_estuary
anuanuraro_atoll,non conclusive,
anuanuraro_coast,non conclusive,
anuanurunga_coast,non conclusive,
anula,no river,
anunsu,good result,nambikuara|kabishi
anupgarh,good result,thar_desert_3|suratgarh
anuta_atoll,non conclusive,
anuta_coast,non conclusive,
anxiang,good result,huarong|dongping|anfu_li|gongan
anyang,good result,fuyang|linzhou|linzhang
anyuan_lianzhou,no river,
anyuysk,non conclusive,
anzourou,good result,kokorou
aopuni_atoll,non conclusive,
aouint_yghomane,good result,noul_lamta|tantan
aoukale,good result,tiwal|ndele
aowa,good result,tchankasndata|niobrara|omaha
apa_lagoon,non conclusive,
apafalaya,good result,zabusta|apotaka_hacha
apahtoksipisskan,good result,mokowan|inotonniicaah
apalachee,good result,pallachacola|watappo|omusee
apalachee_bay,non conclusive,
apaqtukowatek,non conclusive,
aparri,good result,balbalan|babuyan_channel
apataki_atoll,no river,
apataki_coast,non conclusive,
apatzingan,good result,xilotlan|aguacana
apetowun,good result,ya_kti_ki|sakwatamau
api_api,no river,
apiacas,good result,tapajos_amazon_jungle|kaiabi|ikpeng
apiai,good result,bocaiuva_do_sul|bocaiuva_forest
apiaka,good result,tapajos_amazon_jungle|rikbaktsa|abu_jungle|ikpeng
apica,good result,ulibahali|itaba|abihka|ishtaboli
apinji,good result,lope|apinji|otun
apolda,good result,eisenberg|naumburg
apollonia,good result,abengourou|ia|aby_lagoon
apoquitaua,good result,urucurituba|turas|amazon_jungle
apotaka_hacha,good result,ohatchee|apafalaya
appingedam,no river,
appomattox,good result,rassawek|saponi
approuage_mouth,non conclusive,
apt,good result,tarascon|avignon|forcalquier
apucarana,good result,kaiwa|chiripa|imbau|jataizinho
apui,good result,kon_tum|banlung
apuka,no river,
apure,non conclusive,
apyawa,non conclusive,
apytere,no river,
aq_am,good result,akinkumasnuqit|akisq_nuk
aqaba,no river,
aqanqmi,good result,yaqan_nukiy|akinkumasnuqit
aqmecit,no river,
aqmecit_prybuzhzhya,good result,torhovytsia|harbuzynka
aquiatulavik_bay,non conclusive,
aquidauana,good result,pantanal_swamp|pantanal_forest|mebengokre|terena
aquileia,no river,
aqush,good result,yaino|pashas
ar_rabb,good result,hit
ar_rass,good result,al_laghfiyyah|unaizah|an_nabhaniyah|at_tarfawi|thadij
ar_ruays_cape,non conclusive,
arabs_gulf,non conclusive,
arac,good result,cerkes|safranbolu
arachan,good result,mirim_lake|araicuahita
aracuai,good result,maxakali|itakangapyra|fanado
arad,good result,csanad|lipova
araes,good result,guiratinga|itapirapua|kiriras|iny_karaja
arafura_sea,non conclusive,
aragua,non conclusive,
araguaia,good result,sucuriu|piquiri|ytykyra|otuques|guiratinga|utugo_kuri_doge
araguapiche_point,non conclusive,
araguari,good result,amazon_jungle|lokono|mazagao|araguari_mouth|santa_rosa_bay
araguari_mouth,non conclusive,
araicuahita,good result,arachan
arakaiu,good result,kariri|xoko
arakhan_coast,non conclusive,
aranama,good result,mariame|cantona
aranauka_coast,non conclusive,
aranda_de_duero,good result,fuentiduena|burgo_de_osma|penafiel
arandai,good result,maybrat|bentuni_bay
arangastakh,good result,kyundyade|elgyai
aranuka_atoll,non conclusive,
arapgir,good result,ilic|cemisgezek|arguvan|egin
arapuey,no river,
araquara,good result,bauru|jaboticabal|sao_jose_preto|brotas|sao_carlos
ararayu_aba,no river,
arari,non conclusive,
araripocone,good result,areia|goroti_kumrenhtx|iranmranhre|morrinhos|bororos
araritaguaba,good result,itu|abare_i|piracicaba
arasibo,no river,
araska,good result,ragh|farkhor|kishim
aratika_atoll,no river,
aratu,good result,paracatu|cataguases|bagagem
arauca,non conclusive,
arauco_bay,non conclusive,
araut,no river,
aravali_range,no river,
araya,no river,
araya_point,non conclusive,
arbaji,good result,soba|el_manaqil|wad_madani
arboga,good result,skinskatteberg|wej
arbroath,no river,
archar,good result,calafat|vidin|lom
arches,good result,epinal|darney
archit,good result,ust_kishert
ardahan,good result,kars_mountains_2|yalnizcam_mountains|tmogvi
ardatov,good result,azeevo|melenki
ardra,good result,ajase
ardtornish,no river,
ardyaloon,non conclusive,
arechuna,good result,arauca|apure|sarare|caparo
arecibo_port,non conclusive,
areia,good result,guiratinga|itapirapua|araripocone|utugo_kuri_doge
areia_reef,non conclusive,
ares_del_maestre,no river,
aresh,good result,barda|vartashen|zardab
arezzo,good result,sansepolcro|florence|sanlorenzo
argada,good result,ust_barguzin|chitkan|bayangol
argamakli_sarai,good result,vithold_hammami|harbuzynka
argas,good result,sitte|ulakhan_kyuyol
argaxtaax,good result,kelyuyekyan
arges,good result,poenari
arghestan,good result,pangvay|kandahar|maruf
argi,good result,tok
argolic_gulf,non conclusive,
argos,no river,
arguin,no river,
arguvan,good result,keban|arapgir|malatya
argyrokastro,no river,
ariari,good result,orocue|metica|caguan|guayupes|guaviare
arica,no river,
arica_bay,non conclusive,
